股票代码,股票名,年报日期,净资产收益率(%)
sz300837,浙矿股份,20161231,13.6649
sz300838,浙江力诺,20161231,6.945
sz300840,酷特智能,20161231,7.4811
sz300842,帝科股份,20161231,111.8878
sz300843,胜蓝股份,20161231,17.1579
sz300847,中船汉光,20161231,12.287
sz300848,美瑞新材,20161231,26.4373
sz300849,锦盛新材,20161231,29.295
sz300850,新强联,20161231,9.7464
sz300851,交大思诺,20161231,22.7512
sz300852,四会富仕,20161231,28.3657
sz300853,申昊科技,20161231,28.9291
sz300854,中兰环保,20161231,15.1028
sz300855,图南股份,20161231,6.3319
sz300856,科思股份,20161231,15.5625
sz300857,协创数据,20161231,10.4311
sz300858,科拓生物,20161231,9.3867
sz300859,*ST西域,20161231,16.4
sz300860,锋尚文化,20161231,37.9748
sz300861,美畅股份,20161231,79.6915
sz300862,蓝盾光电,20161231,11.1086
sz300863,卡倍亿,20161231,45.2245
sz300864,南大环境,20161231,42.8833
sz300865,大宏立,20161231,8.7258
sz300866,安克创新,20161231,83.1601
sz300867,圣元环保,20161231,10.2435
sz300868,杰美特,20161231,10.2864
sz300869,康泰医学,20161231,31.1579
sz300870,欧陆通,20161231,41.4594
sz300871,回盛生物,20161231,31.9499
sz300872,天阳科技,20161231,18.4866
sz300873,海晨股份,20161231,17.6565
sz300875,捷强装备,20161231,40.8731
sz300876,蒙泰高新,20161231,53.5225
sz300877,金春股份,20161231,18.1843
sz300878,维康药业,20161231,47.4284
sz300879,大叶股份,20161231,10.574
sz300880,迦南智能,20161231,22.5475
sz300881,盛德鑫泰,20161231,20.2205
sz300882,万胜智能,20161231,9.9556
sz300883,龙利得,20161231,10.397
sz300884,狄耐克,20161231,36.9147
sz300885,海昌新材,20161231,20.992
sz300886,华业香料,20161231,27.4381
sz300887,谱尼测试,20161231,18.386
sz300888,稳健医疗,20161231,27.6928
sz300889,爱克股份,20161231,34.5206
sz300890,翔丰华,20161231,31.032
sz300891,惠云钛业,20161231,2.7556
sz300892,品渥食品,20161231,61.8634
sz300893,松原股份,20161231,24.2014
sz300894,火星人,20161231,79.8715
sz300895,铜牛信息,20161231,22.4151
sz300896,爱美客,20161231,25.7531
sz300897,山科智能,20161231,24.8428
sz300899,上海凯鑫,20161231,20.3819
sz300900,广联航空,20161231,4.2044
sz300901,中胤时尚,20161231,82.8188
sz300902,国安达,20161231,22.8199
sz300903,科翔股份,20161231,61.9017
sz300905,宝丽迪,20161231,46.1693
sz300906,日月明,20161231,27.9995
sz300907,康平科技,20161231,13.2604
sz300908,仲景食品,20161231,24.4063
sz300909,汇创达,20161231,31.6856
sz300910,瑞丰新材,20161231,14.9962
sz300911,亿田智能,20161231,38.8406
sz300912,凯龙高科,20161231,8.5829
sz300913,兆龙互连,20161231,21.1034
sz300915,海融科技,20161231,54.2494
sz300916,朗特智能,20161231,23.5531
sz300917,特发服务,20161231,29.0644
sz300918,南山智尚,20161231,11.7631
sz300920,润阳科技,20161231,41.9947
sz300921,南凌科技,20161231,28.7684
sz300923,研奥股份,20161231,16.718
sz300925,法本信息,20161231,16.6489
sz300926,博俊科技,20161231,23.1941
sz300927,江天化学,20161231,10.416
sz300928,华安鑫创,20161231,37.772
sz300929,华骐环保,20161231,3.4786
sz300930,屹通新材,20161231,13.5746
sz300931,通用电梯,20161231,29.8909
sz300932,三友联众,20161231,8.3044
sz300933,中辰股份,20161231,6.7786
sz300935,盈建科,20161231,37.9446
sz300936,中英科技,20161231,54.7707
sz300937,药易购,20161231,15.8862
sz300938,信测标准,20161231,18.8723
sz300939,秋田微,20161231,12.1921
sz300940,南极光,20161231,29.1759
sz300942,易瑞生物,20161231,42.4161
sz300945,曼卡龙,20161231,16.5122
sz300947,德必集团,20161231,13.6453
sz300948,冠中生态,20161231,2.5912
sz300949,奥雅股份,20161231,37.67
sz300950,德固特,20161231,11.55
sz300952,恒辉安防,20161231,25.9566
sz300953,震裕科技,20161231,11.6528
sz300958,建工修复,20161231,24.3142
sz300959,线上线下,20161231,82.0274
sz300960,通业科技,20161231,2.8649
sz300961,深水海纳,20161231,12.6976
sz300962,中金辐照,20161231,6.5488
sz300963,中洲特材,20161231,7.9123
sz300964,本川智能,20161231,22.9872
sz300965,恒宇信通,20161231,24.6677
sz300968,格林精密,20161231,11.8009
sz300970,华绿生物,20161231,18.4516
sz300971,博亚精工,20161231,15.7755
sz300972,万辰生物,20161231,13.6883
sz300977,深圳瑞捷,20161231,48.5297
sz300978,东箭科技,20161231,27.4239
sz300980,祥源新材,20161231,33.9003
sz300981,中红医疗,20161231,16.9959
sz300982,苏文电能,20161231,17.3429
sz300983,尤安设计,20161231,67.0213
sz300986,志特新材,20161231,13.1056
sz300987,川网传媒,20161231,11.5542
sz300988,津荣天宇,20161231,15.7438
sz300989,蕾奥规划,20161231,119.0635
sz300991,创益通,20161231,23.7899
sz300996,普联软件,20161231,19.7029
sz300998,宁波方正,20161231,19.2574
sz300999,金龙鱼,20161231,1.175
sz301001,凯淳股份,20161231,48.7967
sz301002,崧盛股份,20161231,31.3528
sz301006,迈拓股份,20161231,28.6186
sz301007,德迈仕,20161231,22.7189
sz301010,晶雪节能,20161231,14.9719
sz301011,华立科技,20161231,19.3519
sz301015,百洋医药,20161231,23.3245
sz301017,漱玉平民,20161231,27.2649
sz301018,申菱环境,20161231,15.06
sz301020,密封科技,20161231,26.4938
sz301021,英诺激光,20161231,1.3695
sz301024,霍普股份,20161231,-9.6383
sz301025,读客文化,20161231,14.2685
sz301026,浩通科技,20161231,5.9346
sz301030,仕净科技,20161231,17.1283
sz301031,中熔电气,20161231,30.8285
sz301035,润丰股份,20161231,19.6446
sz301040,中环海陆,20161231,8.352
sz301042,安联锐视,20161231,17.8635
sz301046,能辉科技,20161231,19.702
sz301051,信濠光电,20161231,12.0288
sz301057,汇隆新材,20161231,9.7451
sz301060,兰卫医学,20161231,13.3383
sz301062,上海艾录,20161231,4.9234
sz301067,显盈科技,20161231,38.9239
sz301068,大地海洋,20161231,23.9089
sz301069,凯盛新材,20161231,15.7645
sz301070,开勒股份,20161231,49.0092
sz301073,君亭酒店,20161231,48.4905
sz301076,新瀚新材,20161231,26.0604
sz301077,星华新材,20161231,48.8352
sz301078,孩子王,20161231,-18.2632
sz301079,邵阳液压,20161231,11.1724
sz301081,严牌股份,20161231,9.5519
sz301082,久盛电气,20161231,15.3631
sz301083,百胜智能,20161231,20.5512
sz301089,拓新药业,20161231,2.5276
sz301092,争光股份,20161231,14.1992
sz301096,百诚医药,20161231,21.5628
sz301097,天益医疗,20161231,42.5053
sz301098,金埔园林,20161231,10.0559
sz301106,骏成科技,20161231,44.3249
sz301107,瑜欣电子,20161231,24.2453
sz301109,军信股份,20161231,-0.6823
sz301113,雅艺科技,20161231,41.3236
sz301115,建科股份,20161231,8.4076
sz301116,益客食品,20161231,48.3397
sz301117,佳缘科技,20161231,13.5591
sz301118,恒光股份,20161231,0.2208
sz301120,新特电气,20161231,1.3304
sz301126,达嘉维康,20161231,20.1511
sz301127,天源环保,20161231,12.7123
sz301131,聚赛龙,20161231,18.2719
sz301135,瑞德智能,20161231,8.9561
sz301139,元道通信,20161231,29.4883
sz301148,嘉戎技术,20161231,36.348
sz301149,隆华新材,20161231,27.423
sz301150,中一科技,20161231,68.0816
sz301158,德石股份,20161231,0.1481
sz301160,翔楼新材,20161231,41.9533
sz301166,优宁维,20161231,30.5792
sz301168,通灵股份,20161231,24.0669
sz301169,零点有数,20161231,35.2915
sz301171,易点天下,20161231,23.9117
sz301178,天亿马,20161231,21.763
sz301186,超达装备,20161231,21.1676
sz301189,奥尼电子,20161231,28.2638
sz301190,善水科技,20161231,69.269
sz301191,菲菱科思,20161231,29.8638
sz301197,工大科雅,20161231,24.0026
sz301198,喜悦智行,20161231,51.0565
sz301199,迈赫股份,20161231,17.9331
sz301206,三元生物,20161231,29.1225
sz301212,联盛化学,20161231,37.1314
sz301213,观想科技,20161231,102.1659
sz301218,华是科技,20161231,26.4487
sz301219,腾远钴业,20161231,13.7739
sz301220,亚香股份,20161231,10.9159
sz301221,光庭信息,20161231,-8.4381
sz301222,浙江恒威,20161231,21.4002
sz301223,中荣股份,20161231,12.6288
sz301226,祥明智能,20161231,11.3146
sz301227,森鹰窗业,20161231,14.5442
sz301229,纽泰格,20161231,44.033
sz301230,泓博医药,20161231,15.519
sz301231,荣信文化,20161231,10.7697
sz301233,盛帮股份,20161231,10.4494
sz301237,和顺科技,20161231,13.0139
sz301246,宏源药业,20161231,12.5793
sz301248,杰创智能,20161231,14.1952
sz301257,普蕊斯,20161231,35.1392
sz301258,富士莱,20161231,21.4582
sz301265,华新环保,20161231,3.9094
sz301266,宇邦新材,20161231,15.7822
sz301276,嘉曼服饰,20161231,15.6936
sz301280,珠城科技,20161231,18.4495
sz301281,科源制药,20161231,41.6198
sz301286,侨源股份,20161231,14.3081
sz301290,东星医疗,20161231,10.8341
sz301296,新巨丰,20161231,6.7503
sz301298,东利机械,20161231,8.1416
sz301299,卓创资讯,20161231,33.8143
sz301300,远翔新材,20161231,21.6711
sz301302,华如科技,20161231,37.157
sz301316,慧博云通,20161231,10.4144
sz301318,维海德,20161231,47.2197
sz301322,绿通科技,20161231,18.4451
sz301327,华宝新能,20161231,27.8459
sz301335,天元宠物,20161231,17.3775
sz301359,东南电子,20161231,20.9083
sz301361,众智科技,20161231,24.2393
sz301373,凌玮科技,20161231,31.6267
sz301380,挖金客,20161231,33.5315
sz301386,未来电器,20161231,17.5772
sz301396,宏景科技,20161231,19.3637
sz301419,阿莱德,20161231,40.6553
sh600000,浦发银行,20171231,13.6782
sh600004,白云机场,20171231,12.3834
sh600006,东风汽车,20171231,3.0395
sh600007,中国国贸,20171231,10.0744
sh600008,首创环保,20171231,5.5093
sh600009,上海机场,20171231,15.5323
sh600010,包钢股份,20171231,4.2689
sh600011,华能国际,20171231,2.2835
sh600012,皖通高速,20171231,12.087
sh600015,华夏银行,20171231,12.3776
sh600016,民生银行,20171231,13.807
sh600017,日照港,20171231,3.5243
sh600018,上港集团,20171231,17.7196
sh600019,宝钢股份,20171231,13.42
sh600020,中原高速,20171231,9.191
sh600021,上海电力,20171231,8.0563
sh600022,山东钢铁,20171231,11.2851
sh600023,浙能电力,20171231,7.2815
sh600025,华能水电,20171231,5.9909
sh600026,中远海能,20171231,6.3844
sh600027,华电国际,20171231,1.0195
sh600028,中国石化,20171231,7.1024
sh600029,南方航空,20171231,12.7491
sh600030,中信证券,20171231,7.8178
sh600031,三一重工,20171231,8.6788
sh600032,浙江新能,20171231,6.8532
sh600033,福建高速,20171231,7.658
sh600035,楚天高速,20171231,11.1361
sh600036,招商银行,20171231,15.8969
sh600037,歌华有线,20171231,5.977
sh600038,中直股份,20171231,6.4695
sh600039,四川路桥,20171231,9.359
sh600048,保利发展,20171231,15.9259
sh600050,中国联通,20171231,0.4
sh600051,宁波联合,20171231,22.0728
sh600052,东望时代,20171231,8.6572
sh600053,九鼎投资,20171231,17.5131
sh600054,黄山旅游,20171231,9.9819
sh600055,万东医疗,20171231,6.0011
sh600056,中国医药,20171231,17.7414
sh600057,厦门象屿,20171231,8.101
sh600058,五矿发展,20171231,0.5506
sh600059,古越龙山,20171231,4.1748
sh600060,海信视像,20171231,6.9921
sh600061,国投资本,20171231,8.1116
sh600062,华润双鹤,20171231,11.9156
sh600063,皖维高新,20171231,2.0137
sh600064,南京高科,20171231,9.4763
sh600066,宇通客车,20171231,21.5188
sh600067,冠城大通,20171231,8.4639
sh600070,ST富润,20171231,7.5255
sh600071,凤凰光学,20171231,8.2415
sh600072,中船科技,20171231,0.836
sh600073,上海梅林,20171231,8.3102
sh600075,新疆天业,20171231,13.1343
sh600076,康欣新材,20171231,14.7679
sh600077,*ST宋都,20171231,4.2628
sh600078,ST澄星,20171231,3.1683
sh600079,人福医药,20171231,17.5575
sh600080,金花股份,20171231,4.8842
sh600081,东风科技,20171231,11.5967
sh600082,海泰发展,20171231,0.8493
sh600083,博信股份,20171231,14.1304
sh600084,中葡股份,20171231,-3.7626
sh600085,同仁堂,20171231,12.5529
sh600088,中视传媒,20171231,7.8021
sh600089,特变电工,20171231,8.3487
sh600094,大名城,20171231,12.5781
sh600095,湘财股份,20171231,2.8624
sh600096,云天化,20171231,5.3651
sh600097,开创国际,20171231,10.4986
sh600098,广州发展,20171231,4.3871
sh600099,林海股份,20171231,0.4079
sh600100,同方股份,20171231,0.4814
sh600101,明星电力,20171231,4.8353
sh600103,青山纸业,20171231,3.2464
sh600104,上汽集团,20171231,16.4936
sh600105,永鼎股份,20171231,11.2633
sh600106,重庆路桥,20171231,7.9304
sh600107,美尔雅,20171231,0.8485
sh600108,亚盛集团,20171231,2.0813
sh600109,国金证券,20171231,6.6133
sh600110,诺德股份,20171231,9.6461
sh600111,北方稀土,20171231,4.6484
sh600112,ST天成,20171231,1.7108
sh600113,浙江东日,20171231,15.4989
sh600114,东睦股份,20171231,12.3987
sh600115,中国东航,20171231,12.667
sh600116,三峡水利,20171231,13.2153
sh600117,*ST西钢,20171231,1.9907
sh600118,中国卫星,20171231,8.1422
sh600119,长江投资,20171231,-11.1867
sh600120,浙江东方,20171231,8.7568
sh600121,郑州煤电,20171231,20.444
sh600122,*ST宏图,20171231,7.2493
sh600123,兰花科创,20171231,8.6906
sh600125,铁龙物流,20171231,6.438
sh600126,杭钢股份,20171231,11.4416
sh600127,金健米业,20171231,1.4636
sh600128,弘业股份,20171231,0.8478
sh600129,太极集团,20171231,7.8122
sh600130,波导股份,20171231,-16.6172
sh600131,国网信通,20171231,7.2859
sh600132,重庆啤酒,20171231,27.5285
sh600133,东湖高新,20171231,32.8474
sh600135,乐凯胶片,20171231,3.5599
sh600136,*ST明诚,20171231,5.2179
sh600137,浪莎股份,20171231,4.9334
sh600138,中青旅,20171231,10.6994
sh600141,兴发集团,20171231,5.358
sh600143,金发科技,20171231,5.5981
sh600148,长春一东,20171231,4.6606
sh600149,廊坊发展,20171231,10.5082
sh600150,中国船舶,20171231,-16.7068
sh600151,航天机电,20171231,-5.2306
sh600152,维科技术,20171231,1.6992
sh600153,建发股份,20171231,14.7566
sh600155,华创阳安,20171231,0.8806
sh600156,华升股份,20171231,-13.0541
sh600157,永泰能源,20171231,2.5098
sh600158,中体产业,20171231,3.6094
sh600159,大龙地产,20171231,0.9501
sh600160,巨化股份,20171231,8.8084
sh600161,天坛生物,20171231,45.0839
sh600162,香江控股,20171231,13.0126
sh600163,中闽能源,20171231,9.2618
sh600165,宁科生物,20171231,4.6072
sh600166,福田汽车,20171231,0.5912
sh600167,联美控股,20171231,19.2387
sh600168,武汉控股,20171231,6.988
sh600169,太原重工,20171231,1.2723
sh600170,上海建工,20171231,10.3186
sh600171,上海贝岭,20171231,8.1875
sh600172,黄河旋风,20171231,1.0676
sh600173,卧龙地产,20171231,17.5081
sh600176,中国巨石,20171231,18.3631
sh600177,雅戈尔,20171231,1.2604
sh600178,东安动力,20171231,2.3055
sh600179,安通控股,20171231,20.2876
sh600180,瑞茂通,20171231,14.5107
sh600182,S*ST佳通,20171231,6.73
sh600183,生益科技,20171231,19.4248
sh600184,光电股份,20171231,1.9644
sh600185,格力地产,20171231,8.2611
sh600186,莲花健康,20171231,-120.4685
sh600187,国中水务,20171231,0.5879
sh600188,兖矿能源,20171231,13.9655
sh600189,泉阳泉,20171231,0.6123
sh600190,锦州港,20171231,2.401
sh600191,华资实业,20171231,0.5405
sh600192,长城电工,20171231,0.8549
sh600193,创兴资源,20171231,-35.5983
sh600195,中牧股份,20171231,11.3634
sh600196,复星医药,20171231,13.1511
sh600197,伊力特,20171231,17.2763
sh600198,大唐电信,20171231,-277.422
sh600199,金种子酒,20171231,0.3649
sh600200,江苏吴中,20171231,4.5433
sh600201,生物股份,20171231,21.17
sh600202,哈空调,20171231,-13.6862
sh600203,福日电子,20171231,-5.2644
sh600206,有研新材,20171231,1.5371
sh600207,安彩高科,20171231,0.4774
sh600208,新湖中宝,20171231,10.8451
sh600210,紫江企业,20171231,13.0199
sh600211,西藏药业,20171231,16.9867
sh600212,绿能慧充,20171231,1.6816
sh600213,亚星客车,20171231,28.169
sh600215,派斯林,20171231,0.372
sh600216,浙江医药,20171231,3.5486
sh600217,中再资环,20171231,16.0717
sh600218,全柴动力,20171231,3.2419
sh600219,南山铝业,20171231,5.0027
sh600220,江苏阳光,20171231,6.0116
sh600221,海航控股,20171231,5.8514
sh600222,太龙药业,20171231,0.3447
sh600223,鲁商发展,20171231,4.6234
sh600225,卓朗科技,20171231,13.081
sh600226,ST瀚叶,20171231,8.8474
sh600227,圣济堂,20171231,0.819
sh600228,返利科技,20171231,67.4927
sh600229,城市传媒,20171231,14.8572
sh600230,沧州大化,20171231,60.3526
sh600231,凌钢股份,20171231,20.7905
sh600232,金鹰股份,20171231,2.1574
sh600233,圆通速递,20171231,16.5594
sh600234,科新发展,20171231,-30.4034
sh600235,民丰特纸,20171231,1.5127
sh600236,桂冠电力,20171231,17.894
sh600237,铜峰电子,20171231,1.143
sh600238,海南椰岛,20171231,-13.0881
sh600239,ST云城,20171231,5.328
sh600241,ST时万,20171231,1.8912
sh600242,*ST中昌,20171231,7.077
sh600243,青海华鼎,20171231,1.2012
sh600246,万通发展,20171231,5.2595
sh600248,陕西建工,20171231,6.7449
sh600249,两面针,20171231,-7.4925
sh600250,南纺股份,20171231,23.7277
sh600251,冠农股份,20171231,4.4213
sh600252,中恒集团,20171231,11.0845
sh600255,鑫科材料,20171231,4.4373
sh600256,广汇能源,20171231,5.7593
sh600257,大湖股份,20171231,0.6432
sh600258,首旅酒店,20171231,8.9749
sh600259,广晟有色,20171231,1.0542
sh600261,阳光照明,20171231,12.3663
sh600262,北方股份,20171231,3.621
sh600265,ST景谷,20171231,-126.4439
sh600266,城建发展,20171231,7.3028
sh600267,海正药业,20171231,0.2013
sh600268,国电南自,20171231,1.788
sh600269,赣粤高速,20171231,6.8172
sh600271,航天信息,20171231,16.0087
sh600272,开开实业,20171231,7.8694
sh600273,嘉化能源,20171231,18.5574
sh600276,恒瑞医药,20171231,23.1782
sh600277,亿利洁能,20171231,4.364
sh600278,东方创业,20171231,4.7855
sh600279,重庆港,20171231,14.0021
sh600280,中央商场,20171231,13.211
sh600281,华阳新材,20171231,1.3705
sh600282,南钢股份,20171231,34.904
sh600283,钱江水利,20171231,4.0872
sh600284,浦东建设,20171231,6.8843
sh600285,羚锐制药,20171231,10.1898
sh600287,江苏舜天,20171231,4.3393
sh600288,大恒科技,20171231,2.2922
sh600289,ST信通,20171231,-125.9237
sh600290,*ST华仪,20171231,1.4457
sh600292,远达环保,20171231,2.2296
sh600293,三峡新材,20171231,11.2981
sh600295,鄂尔多斯,20171231,6.8969
sh600297,广汇汽车,20171231,13.189
sh600298,安琪酵母,20171231,23.8773
sh600299,安迪苏,20171231,10.4858
sh600300,维维股份,20171231,3.4017
sh600301,南化股份,20171231,-12.8482
sh600302,标准股份,20171231,-0.5157
sh600303,ST曙光,20171231,10.7075
sh600305,恒顺醋业,20171231,16.6625
sh600306,*ST商城,20171231,76.2058
sh600307,酒钢宏兴,20171231,4.4916
sh600308,华泰股份,20171231,9.8642
sh600309,万华化学,20171231,52.8955
sh600310,桂东电力,20171231,2.6986
sh600312,平高电气,20171231,7.0541
sh600313,农发种业,20171231,-18.4117
sh600315,上海家化,20171231,7.3266
sh600316,洪都航空,20171231,0.6154
sh600318,新力金融,20171231,-26.7821
sh600319,亚星化学,20171231,133.1663
sh600320,振华重工,20171231,1.9875
sh600321,正源股份,20171231,-0.1709
sh600322,天房发展,20171231,5.1062
sh600323,瀚蓝环境,20171231,12.8533
sh600325,华发股份,20171231,13.0296
sh600326,西藏天路,20171231,13.0746
sh600327,大东方,20171231,9.1447
sh600328,中盐化工,20171231,10.0171
sh600329,达仁堂,20171231,11.0506
sh600330,天通股份,20171231,4.2774
sh600331,宏达股份,20171231,4.2709
sh600332,白云山,20171231,11.3851
sh600333,长春燃气,20171231,2.9776
sh600335,国机汽车,20171231,9.2448
sh600336,澳柯玛,20171231,1.8379
sh600337,美克家居,20171231,8.981
sh600338,西藏珠峰,20171231,74.2008
sh600339,中油工程,20171231,3.4113
sh600340,华夏幸福,20171231,28.1184
sh600343,航天动力,20171231,0.72
sh600345,长江通信,20171231,18.269
sh600346,恒力石化,20171231,26.4208
sh600348,华阳股份,20171231,11.492
sh600350,山东高速,20171231,10.2633
sh600351,亚宝药业,20171231,7.3699
sh600352,浙江龙盛,20171231,15.1927
sh600353,旭光电子,20171231,2.5744
sh600354,敦煌种业,20171231,2.8261
sh600355,精伦电子,20171231,-15.6326
sh600356,恒丰纸业,20171231,4.7942
sh600358,国旅联合,20171231,6.2084
sh600359,新农开发,20171231,4.9881
sh600360,华微电子,20171231,4.574
sh600361,创新新材,20171231,2.9431
sh600362,江西铜业,20171231,3.4083
sh600363,联创光电,20171231,9.2762
sh600365,ST通葡,20171231,0.8837
sh600366,宁波韵升,20171231,8.9325
sh600367,红星发展,20171231,8.5495
sh600368,五洲交通,20171231,11.7363
sh600369,西南证券,20171231,3.4847
sh600370,三房巷,20171231,3.5094
sh600371,万向德农,20171231,12.8364
sh600372,中航电子,20171231,8.2783
sh600373,中文传媒,20171231,12.5159
sh600375,汉马科技,20171231,2.0529
sh600376,首开股份,20171231,8.2169
sh600377,宁沪高速,20171231,15.6915
sh600378,昊华科技,20171231,7.6403
sh600379,宝光股份,20171231,7.4541
sh600380,健康元,20171231,33.4122
sh600381,青海春天,20171231,14.4594
sh600382,ST广珠,20171231,6.0725
sh600383,金地集团,20171231,17.5016
sh600386,北巴传媒,20171231,5.7694
sh600387,ST海越,20171231,6.4625
sh600388,ST龙净,20171231,16.9858
sh600389,江山股份,20171231,16.9361
sh600390,五矿资本,20171231,10.8868
sh600391,航发科技,20171231,2.7301
sh600392,盛和资源,20171231,10.8988
sh600393,ST粤泰,20171231,21.7464
sh600395,盘江股份,20171231,13.9359
sh600396,*ST金山,20171231,-28.4342
sh600397,安源煤业,20171231,-60.6767
sh600398,海澜之家,20171231,31.3729
sh600399,抚顺特钢,20171231,-311.6799
sh600400,红豆股份,20171231,14.0851
sh600403,大有能源,20171231,7.0388
sh600405,动力源,20171231,1.7796
sh600406,国电南瑞,20171231,22.9579
sh600408,安泰集团,20171231,-34.2079
sh600409,三友化工,20171231,22.2636
sh600410,华胜天成,20171231,4.7209
sh600415,小商品城,20171231,13.6834
sh600416,湘电股份,20171231,1.4117
sh600418,江淮汽车,20171231,3.1224
sh600419,天润乳业,20171231,12.5896
sh600420,国药现代,20171231,8.6855
sh600421,华嵘控股,20171231,-113.1103
sh600422,昆药集团,20171231,9.1396
sh600425,青松建化,20171231,1.2583
sh600426,华鲁恒升,20171231,14.006
sh600428,中远海特,20171231,2.5178
sh600429,三元股份,20171231,1.5917
sh600433,冠豪高新,20171231,2.0847
sh600435,北方导航,20171231,2.2703
sh600436,片仔癀,20171231,21.1554
sh600438,通威股份,20171231,16.0852
sh600439,瑞贝卡,20171231,8.6057
sh600444,国机通用,20171231,39.2414
sh600446,金证股份,20171231,7.8619
sh600448,华纺股份,20171231,0.5977
sh600449,宁夏建材,20171231,7.703
sh600452,涪陵电力,20171231,22.3534
sh600455,博通股份,20171231,3.4757
sh600456,宝钛股份,20171231,0.6272
sh600458,时代新材,20171231,1.4253
sh600459,贵研铂业,20171231,6.2953
sh600460,士兰微,20171231,6.6304
sh600461,洪城环境,20171231,8.7052
sh600462,ST九有,20171231,2.8989
sh600463,空港股份,20171231,1.1244
sh600466,*ST蓝光,20171231,11.1433
sh600467,好当家,20171231,1.7958
sh600468,百利电气,20171231,3.7144
sh600469,风神股份,20171231,-21.737
sh600470,六国化工,20171231,3.7094
sh600475,华光环能,20171231,13.1723
sh600476,湘邮科技,20171231,1.0692
sh600477,杭萧钢构,20171231,30.3292
sh600478,科力远,20171231,1.3006
sh600479,千金药业,20171231,11.4686
sh600480,凌云股份,20171231,9.0873
sh600481,双良节能,20171231,4.5905
sh600482,中国动力,20171231,4.6643
sh600483,福能股份,20171231,8.2319
sh600486,扬农化工,20171231,15.6629
sh600487,亨通光电,20171231,25.9931
sh600488,津药药业,20171231,5.0039
sh600489,中金黄金,20171231,2.1811
sh600490,鹏欣资源,20171231,6.4084
sh600491,龙元建设,20171231,10.878
sh600493,凤竹纺织,20171231,3.5787
sh600495,晋西车轴,20171231,0.54
sh600496,精工钢构,20171231,1.6053
sh600497,驰宏锌锗,20171231,10.2145
sh600498,烽火通信,20171231,9.8167
sh600499,科达制造,20171231,10.0977
sh600500,中化国际,20171231,5.8969
sh600501,航天晨光,20171231,0.531
sh600502,安徽建工,20171231,13.6713
sh600503,华丽家族,20171231,6.1381
sh600505,西昌电力,20171231,3.9392
sh600506,统一股份,20171231,1.8636
sh600507,方大特钢,20171231,67.531
sh600508,上海能源,20171231,5.9463
sh600509,天富能源,20171231,3.1763
sh600510,黑牡丹,20171231,6.4282
sh600511,国药股份,20171231,19.5074
sh600512,腾达建设,20171231,3.0578
sh600513,联环药业,20171231,8.2763
sh600515,海南机场,20171231,6.0699
sh600516,方大炭素,20171231,46.5991
sh600517,国网英大,20171231,6.7914
sh600518,ST康美,20171231,13.413
sh600519,贵州茅台,20171231,32.9542
sh600520,文一科技,20171231,1.8354
sh600521,华海药业,20171231,13.7981
sh600522,中天科技,20171231,12.1033
sh600523,贵航股份,20171231,8.9624
sh600525,长园集团,20171231,15.511
sh600526,菲达环保,20171231,-6.8405
sh600527,江南高纤,20171231,3.4084
sh600528,中铁工业,20171231,12.8421
sh600529,山东药玻,20171231,8.3496
sh600530,交大昂立,20171231,9.7226
sh600531,豫光金铅,20171231,9.2677
sh600532,*ST未来,20171231,-4.2289
sh600533,栖霞建设,20171231,1.3996
sh600535,天士力,20171231,16.5665
sh600536,中国软件,20171231,3.5915
sh600537,亿晶光电,20171231,1.4683
sh600538,国发股份,20171231,1.3518
sh600539,狮头股份,20171231,-11.3928
sh600540,新赛股份,20171231,1.7916
sh600543,*ST莫高,20171231,2.1658
sh600545,卓郎智能,20171231,32.6044
sh600546,XD山煤国,20171231,8.5265
sh600547,山东黄金,20171231,7.1438
sh600548,深高速,20171231,10.8502
sh600549,厦门钨业,20171231,9.2394
sh600550,保变电气,20171231,17.7359
sh600551,时代出版,20171231,6.1223
sh600552,凯盛科技,20171231,3.2883
sh600556,天下秀,20171231,4.1675
sh600557,康缘药业,20171231,11.2775
sh600558,大西洋,20171231,2.5175
sh600559,老白干酒,20171231,9.8567
sh600560,金自天正,20171231,2.7463
sh600561,江西长运,20171231,1.4508
sh600562,国睿科技,20171231,9.7427
sh600563,法拉电子,20171231,19.3766
sh600565,迪马股份,20171231,9.3991
sh600566,济川药业,20171231,30.3621
sh600567,山鹰国际,20171231,21.4947
sh600568,ST中珠,20171231,2.8586
sh600569,安阳钢铁,20171231,28.3597
sh600570,恒生电子,20171231,17.2167
sh600571,信雅达,20171231,-15.7228
sh600572,康恩贝,20171231,14.1748
sh600573,惠泉啤酒,20171231,2.1912
sh600575,淮河能源,20171231,3.9563
sh600576,祥源文旅,20171231,4.9357
sh600577,精达股份,20171231,12.0197
sh600578,京能电力,20171231,2.4863
sh600579,克劳斯,20171231,-3.9769
sh600580,卧龙电驱,20171231,12.3495
sh600581,八一钢铁,20171231,42.1781
sh600582,天地科技,20171231,6.5012
sh600583,海油工程,20171231,2.1224
sh600584,长电科技,20171231,4.8911
sh600585,海螺水泥,20171231,19.1003
sh600586,金晶科技,20171231,3.5214
sh600587,新华医疗,20171231,2.001
sh600588,用友网络,20171231,6.7448
sh600589,*ST榕泰,20171231,4.4399
sh600590,泰豪科技,20171231,6.6841
sh600592,龙溪股份,20171231,3.7472
sh600593,大连圣亚,20171231,13.2048
sh600594,益佰制药,20171231,9.4285
